id,revolvingutilizationofunsecuredlines,age,numberoftime30_59dayspastduenotworse,debtratio,monthlyincome
35333,0.167131305,45,0,0.7154970429999999,8962
2860,0.9999998999999999,32,0,0.396349768,3670
54050,0.141656829,55,0,0.7299193270000001,2850
70126,0.982232725,35,0,0.799282235,3900
3599,0.021119155,61,0,0.49862657200000005,6916
50152,0.112559113,52,0,0.371942778,6500
6176,0.574031553,44,1,0.222519455,4111
90642,0.777181349,36,0,0.213361562,4250
98986,0.910952348,41,3,0.77316152,4500
57412,0.16514252599999998,54,0,0.515757479,6250
29198,0.98920072,55,0,0.822496263,2675
85859,0.37831666700000005,36,0,0.39561230000000003,11121
67318,0.200581252,59,0,0.11480167699999999,3100
66099,0.9999998999999999,45,0,0.43664073299999995,9382
59863,0.256316525,25,0,0.038167939,1833
58003,0.917880482,52,5,0.538576904,6000
22177,0.476014971,48,0,0.695092355,14833
50285,0.143015736,47,0,0.291539121,8166
78182,0.555592216,32,0,0.294510386,10783
30103,0.004826585,83,0,0.005597761,2500
25171,0.164609267,41,1,0.320824979,3490
69850,0.229581308,45,0,0.535189179,5100
64918,0.585758869,28,0,0.45501215899999997,3700
16631,0.891621676,48,0,0.429708779,4772
31418,0.820830831,44,0,0.61610467,9400
70448,0.9999998999999999,29,0,0.086340206,4655
95678,0.006374841,50,0,0.28467153300000003,5068
95854,0.0,30,0,0.000315756,3166
16838,0.19903398,70,0,0.28130989100000003,12000
56338,0.9999998999999999,34,3,0.308774528,2700
37741,0.0,29,0,0.120747745,9200
30758,0.641476446,39,1,0.623857956,5800
144,0.7864854059999999,44,0,0.291709578,3883
25174,0.9999998999999999,22,0,0.234853217,1600
2803,0.196525864,48,0,0.20784591800000002,8462
36167,0.482462819,58,1,0.554579035,7850
7306,0.6746898720000001,53,1,0.40499717700000004,7083
516,0.964561473,35,4,0.305839582,4400
6316,0.724183877,26,1,0.06506061099999999,6516
56371,0.007031554000000001,29,0,0.250363901,6182
61485,0.505892271,43,0,0.522134878,4833
55749,0.27121686100000003,49,0,0.516453382,6563
92845,0.9999998999999999,30,1,0.284069098,3125
95055,0.051958695,37,0,0.48788927299999996,2600
88652,0.227438141,59,0,0.57252133,3398
9688,0.26204215,57,1,0.385427666,10416
96033,0.259803584,43,0,0.6755102040000001,12249
50604,0.136351304,53,0,0.674437968,1200
93499,0.588570853,41,0,0.604577743,3800
64923,0.139788827,53,0,0.46354073799999995,5608
23613,0.00242967,58,0,0.279786702,6000
80599,0.170755753,36,0,0.070385476,7600
55021,0.02417235,33,0,0.095994226,5541
35328,0.002112577,36,0,0.0006662230000000001,1500
67586,0.27485648,39,1,0.33832410700000004,15895
27432,0.09845169699999999,50,0,0.192002352,3400
62387,0.23360007100000002,48,2,0.260111531,15600
34935,0.982003599,48,0,0.046416167,3166
13798,0.6795160240000001,85,0,0.141182555,5800
30041,0.8555326520000001,33,1,0.301674581,4000
56252,0.741049126,28,1,0.020228216,1927
10897,0.9999998999999999,28,2,0.270331667,2200
1499,0.093598023,62,0,0.226219025,5003
28154,0.29304818,44,0,0.6532663320000001,3581
95875,0.5821001370000001,46,0,0.564176084,5928
4075,0.574322369,32,0,0.460269865,2000
69238,0.435672934,55,1,0.322100789,6587
18250,0.073133209,63,0,0.113777245,5000
35488,0.00555487,52,0,0.082399273,3300
19339,0.246245353,38,0,0.251991876,6400
55513,0.07269041400000001,58,0,0.09953148199999999,8750
15708,0.9849429479999999,48,0,0.407869482,2083
22957,0.9999998999999999,61,1,0.46736502799999996,1240
87471,0.0,43,1,0.022837236,10333
48005,0.9999998999999999,48,0,0.166604961,2700
69986,0.9999998999999999,23,0,0.081836327,500
91652,0.998901099,27,1,0.272680677,1950
91733,0.165041515,58,0,0.311875152,4100
9839,0.0,63,1,0.409510709,15266
42301,0.519777932,61,2,0.6658667420000001,7083
42304,0.330072818,25,0,0.132289237,3000
97829,0.057884232,40,0,0.293416108,6120
14909,0.011372179,70,0,0.18542757399999998,4583
66787,0.257380114,60,1,0.40838300299999997,5200
95499,0.23039395199999999,50,3,0.765948458,7100
9133,0.927395785,28,0,0.111377724,5000
45454,0.475504899,53,0,0.50855615,1869
59680,0.806195819,53,0,0.53021148,8605
64201,0.0,30,1,0.9887546859999999,2400
24126,0.0,66,0,0.561996161,5209
1421,0.9999998999999999,30,0,0.0,2900
27484,0.157996375,60,0,0.390201225,8000
55920,0.140664049,42,0,0.329747774,2695
97306,0.050083947999999996,49,0,0.465576005,4400
95810,0.9999998999999999,36,0,0.0,2708
18527,0.470881046,39,0,0.22070798,35000
17636,0.356440593,38,1,0.346776973,2900
55087,0.9999998999999999,44,2,0.500166611,3000
2698,0.573024314,56,7,0.394758228,4921
5521,0.7694988859999999,34,0,0.083247385,6786
20174,0.13334023,49,0,0.29642589399999997,4000
88310,0.525056449,61,2,0.24439738800000002,5666
65825,0.116493656,24,1,0.093541715,4350
89562,0.1844013,42,0,0.45392065,3200
35068,0.9302325579999999,45,0,0.029328445,6000
38958,0.01379954,75,0,0.274545091,5000
72796,0.991144122,49,1,0.455295392,12000
10063,0.9999998999999999,45,2,0.320275776,3190
1000,0.6170258270000001,26,0,0.160912815,3417
62368,0.041628331,66,0,0.011712611999999999,7000
76061,0.610310179,62,0,0.237689745,2700
85450,0.0029642329999999997,101,2,0.001386963,2883
50329,0.9821314609999999,37,0,0.326033137,5250
87883,0.83908777,45,0,0.868666212,4400
62834,0.9999998999999999,45,0,0.016935319,4900
59575,0.9999998999999999,58,0,0.472150814,3500
52571,0.042269074000000004,80,0,0.012975963,4700
71544,0.14296905599999998,44,0,0.292756656,8600
28202,0.0,71,1,0.277755734,12600
31360,0.902190596,32,0,0.48452220700000004,5200
14003,0.45052369700000006,50,0,0.23029229399999998,5644
62077,0.18979228899999998,44,0,0.057346454000000005,2946
83984,0.000714265,91,1,0.0,4200
36070,0.398000244,59,0,0.021106421,4500
63925,0.9999998999999999,41,4,0.515566981,3500
7276,0.521801393,44,0,0.11936008,8000
38413,0.26094781,48,0,0.36502508,13157
62561,0.217239138,37,0,0.360808709,4500
52351,0.400666389,30,1,0.197243988,3700
15466,0.36977058,48,0,0.190155739,5200
65362,0.9428679529999999,44,1,0.45962159700000005,6500
88582,0.10292875900000001,77,0,0.18260869600000001,4139
46604,0.5341943929999999,31,0,0.674093116,3500
71001,0.39173398200000004,30,1,0.21221025100000002,6125
35440,0.7699562520000001,57,0,0.8900549729999999,2000
22715,0.644174945,28,0,0.11724806199999999,5159
11209,0.9999998999999999,41,0,0.233277791,4200
89578,0.013742761000000001,43,0,0.0027996270000000003,7500
41138,0.28130337699999997,23,1,0.165889407,1500
30760,0.9999998999999999,39,0,0.23076923100000002,1000
67415,0.28771783,61,0,0.417910448,2679
25672,0.460362805,60,2,0.31667508,5942
1374,0.924601885,43,1,0.367097806,6880
42680,0.00748412,64,0,0.325742849,3600
74249,0.44218926399999997,39,0,0.34108766,6490
10294,0.11099415800000001,85,0,0.026076158999999998,2415
19035,0.387700439,62,1,0.501933076,7500
13896,0.16426722900000001,52,1,0.34296570299999996,10000
42508,0.874251497,30,0,0.150837989,3400
33827,0.12827176199999998,48,0,0.18922832899999997,14500
23195,0.92371926,50,5,0.16810746899999998,16078
95999,0.9999998999999999,58,0,0.0,44514
33364,0.106439714,33,0,0.348957165,4458
96955,0.0,46,0,0.27783537199999997,4822
98959,0.9999998999999999,39,0,0.082791721,10000
86435,0.101265823,36,0,0.227738377,2537
58385,0.0,29,1,0.112221717,2200
93985,0.0,54,1,0.475725816,8300
9337,0.9999998999999999,50,0,0.135244179,11896
66986,0.0,30,1,0.071758191,4333
83439,0.043635825999999996,55,6,0.041263622,8166
7256,0.481629621,28,1,0.08684060199999999,5250
12587,0.042164324,36,2,0.394921016,5000
33047,0.6820308140000001,78,5,0.640671866,5000
59132,0.839109262,45,1,0.611049107,3583
45680,0.999578415,23,2,0.214450423,1300
52815,0.9999998999999999,44,0,0.405885619,1800
2785,0.99363752,36,0,0.512851897,2450
1526,0.0073632459999999995,75,0,0.002999,3000
57389,0.9999998999999999,37,98,0.0,6000
30132,0.45467080299999996,30,0,0.052378664000000005,2080
66684,0.500518974,64,0,0.10965479,5416
2997,0.9999998999999999,47,0,0.326684505,4110
52704,0.930003955,36,0,0.8494395640000001,3300
18593,0.113351625,46,0,0.124799143,5600
19781,0.9999998999999999,43,0,0.108018386,3915
21970,0.123274383,36,0,0.070560096,5016
224,0.9999998999999999,62,0,0.0,5480
53627,0.412765669,70,0,0.279329609,3400
22005,0.9999998999999999,45,1,0.416738075,3500
60868,0.273151233,29,0,0.302246715,2358
44393,0.00423517,54,0,0.405266284,5050
19372,0.9999998999999999,51,4,0.363837068,9058
45938,0.9999998999999999,35,0,0.822435513,5000
63834,0.9999998999999999,48,1,0.28831121600000004,5500
92634,0.656671013,67,3,0.24260690699999998,14100
82800,0.015044773999999999,75,0,0.0053309640000000005,4501
58632,0.011605092,60,0,0.325530035,13583
72651,0.637884553,44,0,0.9073535,7900
28050,0.0,68,0,0.433638444,873
36088,0.11991086,41,0,0.07511399099999999,8333
64772,0.7745009070000001,48,0,0.39514152,8973
89920,0.495966375,60,2,0.329833508,6666
86484,0.547230456,48,0,0.520895821,5000
71779,0.9066797940000001,37,0,0.454253914,5300
48935,0.029612947999999997,62,0,0.61993298,9250
32551,0.20219297100000003,34,3,0.49898467799999996,5416
8102,0.356971311,44,0,0.46615252799999995,3500
72059,0.872221703,55,2,0.42193087,7550
48195,0.01004829,40,0,0.12383945199999999,7000
82977,0.20414997399999998,77,0,0.259399445,3962
39375,0.043118998,49,1,0.26785025100000004,5181
47998,0.23171360800000002,55,0,0.397768439,6900
18487,0.0,57,0,0.036239275,16666
26941,0.17306643100000002,45,0,0.382702162,8000
23670,0.846418883,58,3,0.392260774,10000
1852,0.767510197,46,0,0.410051107,5869
61852,0.9999998999999999,38,0,0.392312386,1638
19062,0.9999998999999999,49,1,0.034975279,5460
1061,0.028907777000000003,41,0,0.7685208920000001,3900
10945,0.03159684,61,0,0.7324225259999999,3000
56909,0.408686957,38,1,0.603540773,5591
85572,0.17345230600000003,49,0,0.23482151899999998,9832
79747,0.70643119,28,2,0.232255915,3000
33901,0.0,43,0,0.338886245,2100
27087,0.036947601000000004,64,0,0.7174402129999999,12000
74698,0.905475145,46,0,0.790463169,5850
53066,0.9178707220000001,44,0,0.316667424,22000
51801,0.56725862,49,0,0.45101618600000004,8216
34968,0.9999998999999999,39,3,0.20783848,1683
28073,0.234679009,63,0,0.32683757399999996,21141
9899,0.020939294,61,0,0.0038581659999999997,5442
25160,0.008089981999999999,60,0,0.104223944,4000
26908,0.42108178,51,0,0.194532338,7900
47917,0.9999998999999999,54,2,0.0,2900
87236,0.207642513,62,0,0.191280872,10000
73284,0.036497972000000004,48,0,0.199963643,5500
6111,0.32554885699999997,49,0,0.480425979,6666
96166,0.066750175,58,0,0.335170207,11250
36993,0.1319297,57,0,0.21756487,5510
10828,0.43731253700000006,26,1,0.259884496,2250
2861,0.018164574,58,0,0.005580098,4300
55216,0.9999998999999999,56,0,0.326955768,30000
2772,0.21198522,71,0,0.36096845200000005,8177
58088,0.263669155,43,0,0.356127679,8583
23637,0.126673292,64,0,0.199165972,5994
68121,0.0,64,0,0.512523896,20400
50003,0.9999998999999999,43,2,0.058418761,7120
90286,0.9999998999999999,40,0,0.051987003,4000
44166,0.9999998999999999,28,0,0.002396645,1668
26217,0.9999998999999999,49,0,0.023731751000000002,15000
63475,0.082452047,57,2,0.453056561,5250
79992,0.034677359,73,0,0.005465938,7500
24542,0.008449578000000001,41,0,0.166574125,1800
77492,0.251186532,53,0,0.121967605,13396
22021,0.261081467,39,0,0.638855494,4158
20833,0.006744314,44,0,0.269512013,6700
32289,0.866593617,30,1,0.543848309,4640
46311,0.9999998999999999,47,98,0.0,600
51420,0.285942811,41,0,0.09504878900000001,2766
46277,0.019947813000000002,51,0,0.531446855,10000
12473,0.46529557200000005,57,0,0.604120793,12715
50913,0.890149512,50,2,0.994212049,3800
6551,0.036706571,48,0,0.955213436,1428
20967,0.44112222100000004,24,0,0.131464031,4350
13617,0.722846442,51,4,0.083195021,14459
44051,0.9999998999999999,21,0,0.0,2600
81637,0.9999998999999999,37,0,0.0,2040
15560,0.74405119,40,0,0.241253975,2200
28254,0.583052397,46,0,0.41013108200000004,4500
28947,0.008733188000000001,74,0,0.17708286,22000
9538,0.9700085690000001,38,2,0.577553957,3474
33760,0.71870677,46,0,0.45896861,4459
91583,0.619735915,50,1,0.10742038699999999,13125
24492,0.7834713329999999,35,0,0.25379979,7631
18715,0.004219461,37,0,0.126584211,6548
75725,0.838782305,65,0,0.506519478,12500
78386,0.9999998999999999,40,0,0.154759022,4128
3026,0.517245072,57,0,0.542076378,8745
75834,0.7784431140000001,21,0,0.010989011000000002,1000
29077,0.52505311,47,3,0.7230553890000001,5000
56409,0.955383167,28,0,0.201170446,4100
6328,0.020895718,73,1,0.157824156,11930
79901,0.18838279600000002,44,0,0.012495537,2800
39006,0.218468755,56,0,0.22309268399999999,8296
57488,0.0,47,0,0.21698254,6700
53300,0.33312196899999996,57,0,0.6412314170000001,7600
83804,0.978315875,44,3,0.46954076899999997,6401
30400,0.03184678,80,0,0.008536279,7965
96023,0.23010685,26,0,0.096619132,6240
60421,0.0,77,0,0.00017999599999999998,16666
43554,0.922967037,47,0,0.21600820899999998,11693
12362,0.6762855999999999,52,2,0.7202603740000001,6144
11639,0.9999998999999999,59,0,0.45356662200000003,5200
88191,0.0,62,0,0.19622362100000001,2700
75239,0.9107387709999999,51,3,0.44759206799999995,6000
23934,0.522938004,41,0,0.37534441399999996,11250
5106,0.998003992,41,0,0.020523498,3361
64350,0.054274558,48,0,0.220824463,10333
79914,0.9999998999999999,40,1,0.02349979,2382
85258,0.12392009300000001,48,0,0.682233199,6680
89939,0.168080338,48,0,0.351945854,6500
77988,0.22365337,64,0,0.161704312,1947
35586,0.104029991,36,0,0.21336760899999999,3500
82217,0.752113444,47,2,0.533915379,4466
11817,0.9044191159999999,42,0,0.14517543900000002,2279
14790,0.0018912629999999998,46,0,0.282093405,4260
24682,0.387382971,47,0,0.425952926,4800
26343,0.45546407899999997,61,2,0.25449960899999996,11500
94179,0.21794282899999998,55,1,0.30995157,6400
37190,0.009246513,65,1,0.21529110699999998,6251
34718,0.915343915,24,0,0.30467812899999996,2500
95072,0.555238695,53,2,0.363873254,9593
84961,0.784729474,57,0,0.129941001,70000
19973,0.020070782,50,0,0.187762448,5000
88800,0.517050885,63,0,0.776973457,2900
58488,0.459792504,71,0,0.417833196,8500
17374,0.9999998999999999,35,2,0.362155689,4174
11923,0.022541635,54,0,0.23580227199999998,6250
51805,0.44725407,72,0,0.281457465,6476
29213,0.051551729000000004,42,0,0.283268374,7183
79026,0.39380028200000006,38,0,0.613969608,3750
34800,0.865266447,33,0,0.369462419,8035
17286,0.9999998999999999,33,0,0.107400131,1526
22805,0.9999998999999999,44,0,0.019223376,2600
55661,0.5245009070000001,36,2,0.18957724,3760
91400,0.11099445,68,0,0.010524637,6270
5236,0.9999998999999999,56,0,0.007001166999999999,2570
77910,0.9999998999999999,50,0,0.513381995,8219
30957,0.09201799199999999,50,0,0.307866761,7054
54542,0.596131881,50,1,0.385910676,30405
4155,0.8106312290000001,25,0,0.31806827600000004,1200
13743,0.078084743,74,0,0.015164138999999998,6000
53842,0.937354215,43,1,0.380330579,6049
47203,0.421942327,44,1,0.369968717,4794
95467,0.9999998999999999,23,0,0.007308161,820
83607,0.9999998999999999,51,0,0.15283165199999998,3866
86798,0.46511627899999997,47,5,0.245709502,7166
89179,0.18482529,66,0,0.5467009429999999,3500
23224,0.875078076,25,1,0.5933897,1300
52413,0.35540028700000004,52,0,0.339041875,17575
88343,0.9999998999999999,30,0,0.18512009399999999,1706
67270,0.541546949,73,2,0.635726011,6700
34570,0.0,41,0,0.339584767,17435
22566,0.9999998999999999,39,1,0.20853565,3912
29382,0.7708715209999999,31,2,0.151744057,4500
45086,0.9605826909999999,25,1,0.273726274,1000
21734,0.730882974,63,0,0.656276015,10810
82780,0.017816145,62,0,0.45934440200000004,4697
4199,0.544887106,34,0,0.780870807,1400
35245,0.055612084000000006,70,0,0.0030485829999999997,15416
24001,0.2626427,65,0,0.021668324,29166
85825,0.367794503,66,3,0.661874392,9250
1304,0.044177962,31,0,0.33847981,5893
74112,0.191577578,29,0,0.5219769089999999,4936
21758,0.33423516600000003,42,0,0.367726455,5000
63368,0.252696236,36,1,0.43114221399999997,4000
23366,0.407282256,41,5,0.553357161,7833
20361,0.072951782,68,0,0.08628613800000001,6744
25994,0.175607873,49,1,0.300631881,15350
46467,0.325118317,49,1,0.044762200999999995,6433
70667,0.14682401,56,0,0.7245464640000001,2700
21030,0.9999998999999999,66,0,0.182583647,4512
90569,0.509349065,31,0,0.849630074,5000
79046,0.9393019020000001,41,3,0.169261534,7000
51839,0.099224293,48,0,0.709657608,6512
68250,0.9999998999999999,29,0,0.13977204599999998,5000
16813,0.02820293,49,0,0.553625838,6563
33937,0.012459622,22,0,0.002150538,929
76858,0.939217405,43,4,0.819740037,7000
36814,0.861569215,40,0,0.200879472,5002
2866,0.781885397,44,1,0.608878224,5000
24212,0.9582790090000001,72,0,0.333541537,1600
73147,0.9999998999999999,55,4,0.321320017,6908
37585,0.030212528,58,0,0.27797833899999996,3600
58366,0.203434903,28,4,0.44894694700000004,3750
38786,0.9999998999999999,56,1,0.176040495,5333
9332,0.047002588,59,0,0.452591235,6000
28566,0.9999998999999999,34,0,0.106323053,7100
37556,0.9999998999999999,25,0,0.035909446,1280
81559,0.43042149,55,0,0.668178119,8600
28889,0.939553726,58,0,0.44032921799999997,1700
23606,0.9999998999999999,54,0,0.12224494400000001,4400
11174,0.131995286,49,0,0.45364689799999997,5867
18629,0.906685863,49,5,0.943097576,4990
16894,0.809960005,61,0,0.38137408899999997,7000
57538,0.463492009,82,0,0.19462443,4166
58783,0.0,57,0,0.472512494,2200
68804,0.41467547899999996,54,1,0.629438347,3097
30824,0.562983915,59,0,0.274787535,6000
3470,0.228602456,53,0,0.285742851,5000
69066,0.994575045,46,4,0.532481954,1800
96237,0.229267145,35,0,0.545884108,4020
58680,0.08837454,78,0,0.009057971,551
29490,0.43103294299999995,49,2,0.45046344,4854
880,0.9999998999999999,71,1,0.313816494,2800
45632,0.034029343,55,0,0.17226840100000002,8300
25471,0.15027110800000001,36,0,0.5040210079999999,6092
52324,0.903413822,59,1,0.031408307999999996,986
67347,0.643689165,54,0,0.572815534,1750
30204,0.591321334,42,1,0.389230319,6833
31993,0.9334892440000001,51,0,0.97957871,6218
99171,0.528089888,53,3,0.43438290000000007,4350
25700,0.094565311,56,0,0.471280969,9000
2981,0.9999998999999999,51,1,0.11059044,3200
72948,0.334614352,55,0,0.970068027,6614
65505,0.71257485,54,2,0.269716088,8241
22615,0.9820248290000001,56,3,0.257929255,9300
80308,0.5677321160000001,44,0,0.18213058399999998,8438
89518,0.99020098,36,0,0.042422510999999996,7000
20572,0.05964996,69,0,0.210973725,3881
8571,0.9999998999999999,45,1,0.095800988,5667
41127,0.47287645100000003,64,0,0.07694859,15074
46928,0.0,28,0,0.35723830700000003,2244
79913,0.205253872,55,1,0.255372314,2000
14068,0.38579048200000005,52,0,0.7497116490000001,2600
96500,0.9999998999999999,31,1,0.294856601,4218
65329,0.9999998999999999,43,0,0.442755826,2960
33117,0.014199561999999999,60,0,0.311743253,6854
64988,0.8383011140000001,41,1,0.470856669,4820
79764,0.601171345,50,0,0.269117487,9166
50953,0.774392277,58,0,0.19477931699999998,10036
14428,0.069450152,70,1,0.43294957,12333
53245,0.05653972,84,0,0.577059121,1978
24964,0.935477364,42,0,0.833917309,5707
83724,0.021532616,56,0,0.400742645,3500
16561,0.9034941759999999,34,1,0.17681000100000002,7278
12262,0.158962836,49,0,0.421918461,12582
52600,0.078434773,42,0,0.250249917,3000
72495,0.154087582,50,3,0.37662337700000004,6621
22643,0.9999998999999999,63,0,0.544984933,4645
41135,0.001451579,29,0,0.018196361,5000
91377,0.841229792,41,0,0.487147335,4784
47744,0.074192581,32,0,0.8912233140000001,2950
80441,0.015720839,87,0,0.002464403,3651
58155,0.40781316,48,0,0.901781834,2300
36603,0.996379934,41,0,0.291991005,5780
44389,0.9641434259999999,44,1,0.18398048399999997,4918
95902,0.912653718,30,1,0.554893194,2012
98477,0.9999998999999999,32,0,0.198821218,2544
88497,0.9999998999999999,41,0,0.025151226000000002,3140
59685,0.0,33,0,0.549556036,4166
67325,0.245410081,71,0,0.285011802,5083
43482,0.016509914,54,0,0.361546982,10833
94547,0.255598149,63,0,0.310210582,5650
32351,0.276827003,48,1,0.572063428,9900
48026,0.20768101,59,0,0.196771714,6504
24654,0.069174204,49,1,0.521504651,7416
84016,0.9999998999999999,48,0,0.0,6250
10713,0.008385976,60,0,0.301374755,5600
6807,0.280425345,41,0,0.115626202,7800
50640,0.060492527000000004,40,0,0.108457159,7200
65134,0.592189461,57,0,0.482438918,9167
20025,0.539551166,49,1,0.35443407200000004,10283
23002,0.523253584,58,0,0.591254066,5533
